Year,Week,Week Start Date,Week End Date,Avg Max Temp (°C),Avg Min Temp (°C),Avg Apparent Max Temp (°C),Avg Apparent Min Temp (°C),Total Precipitation (mm),Total Rain (mm),Avg Wind Speed (km/h),Max Wind Gusts (km/h),Weather Code,Avg Daylight Duration (hours),Avg Sunrise Time,Avg Sunset Time,District
2007,4,2007-01-22,2007-01-29,19.85,13.3625,20.7875,13.1,40.1,40.1,10.1875,45.0,1,11.8,06:24,18:12,NuwaraEliya
2007,4,2007-01-22,2007-01-29,27.1375,21.4125,30.25,24.675,52.5,52.5,14.775,39.6,3,11.75625,06:25,18:10,Polonnaruwa
2007,4,2007-01-22,2007-01-29,29.975,23.2625,31.9,25.775,36.7,36.7,20.525,50.0,1,11.745833333333334,06:30,18:14,Puttalam
2007,4,2007-01-22,2007-01-29,29.3125,20.6,34.875,23.8625,19.5,19.5,8.0625,36.4,2,11.814583333333331,06:26,18:14,Ratnapura
2007,4,2007-01-22,2007-01-29,26.7375,24.250000000000004,29.1,26.0,66.39999999999999,66.39999999999999,22.0,38.9,2,11.722916666666666,06:25,18:08,Trincomalee
2007,4,2007-01-22,2007-01-29,28.0375,22.0,30.2875,24.75,29.9,29.9,17.537499999999998,42.8,2,11.71875,06:28,18:11,Vavuniya
2007,5,2007-01-29,2007-02-05,27.3625,22.9625,30.75,26.125,8.200000000000001,8.200000000000001,17.262500000000003,40.0,51,11.812499999999998,06:22,18:10,Ampara
2007,5,2007-01-29,2007-02-05,28.875,22.0125,31.425,24.937500000000004,4.0,4.0,16.625,43.9,3,11.775,06:28,18:14,Anuradhapura
2007,5,2007-01-29,2007-02-05,24.425,18.0875,27.6375,19.7,6.2,6.2,11.9625,43.6,2,11.829166666666666,06:24,18:13,Badulla
2007,5,2007-01-29,2007-02-05,27.475,23.3,30.7875,25.975,15.2,15.2,19.5625,36.4,51,11.80625,06:22,18:10,Batticaloa
2007,5,2007-01-29,2007-02-05,31.675000000000004,23.0125,36.3625,26.375,4.4,4.4,10.625,30.2,2,11.839583333333332,06:28,18:18,Colombo
2007,5,2007-01-29,2007-02-05,31.05,23.6625,35.775,26.8125,1.0,1.0,16.6625,54.4,51,11.866666666666664,06:26,18:18,Galle
2007,5,2007-01-29,2007-02-05,32.112500000000004,23.000000000000004,35.925,25.775,2.0,2.0,13.1875,40.7,1,11.833333333333332,06:28,18:18,Gampaha
2007,5,2007-01-29,2007-02-05,29.062500000000004,23.7,32.2,26.275,0.2,0.2,21.1625,50.8,1,11.860416666666666,06:22,18:14,Hambantota
2007,5,2007-01-29,2007-02-05,27.325,24.475,29.4625,25.7625,0.7,0.7,23.812500000000004,40.3,2,11.725,06:31,18:14,Jaffna
2007,5,2007-01-29,2007-02-05,29.6875,23.15,35.575,27.125000000000004,4.4,4.4,10.625,30.2,2,11.852083333333336,06:27,18:18,Kaluthara
2007,5,2007-01-29,2007-02-05,26.375,19.025,29.7,20.8125,0.2,0.2,12.2375,43.2,2,11.816666666666665,06:26,18:15,Kandy
2007,5,2007-01-29,2007-02-05,29.975,21.0875,32.5125,23.025,0.0,0.0,14.150000000000002,41.4,2,11.820833333333333,06:27,18:16,Kegalle
2007,5,2007-01-29,2007-02-05,27.7875,23.6125,30.2375,25.6125,3.6000000000000005,3.6000000000000005,21.475,41.0,51,11.73125,06:29,18:13,Kilinochchi
2007,5,2007-01-29,2007-02-05,30.0375,22.2375,32.800000000000004,24.5,0.0,0.0,17.5,50.0,2,11.814583333333331,06:27,18:15,Kurunegala
2007,5,2007-01-29,2007-02-05,29.1125,23.6625,31.1375,25.775,0.3,0.3,21.1125,37.4,1,11.74375,06:30,18:15,Mannar
2007,5,2007-01-29,2007-02-05,26.8375,20.1375,30.2125,22.7125,10.4,10.4,12.612500000000002,49.7,51,11.814583333333331,06:26,18:14,Matale
2007,5,2007-01-29,2007-02-05,30.1375,23.575,34.275000000000006,26.6125,1.0,1.0,16.6625,54.4,51,11.866666666666664,06:25,18:17,Matara
2007,5,2007-01-29,2007-02-05,27.4625,20.775,30.9625,23.3125,10.2,10.2,14.7,37.8,51,11.8375,06:22,18:12,Monaragala
2007,5,2007-01-29,2007-02-05,27.4,24.225,30.25,26.1875,6.1000000000000005,6.1000000000000005,19.5875,39.6,51,11.733333333333333,06:27,18:11,Mullaitivu
2007,5,2007-01-29,2007-02-05,20.7125,13.1,22.1625,13.124999999999998,2.3,2.3,9.2375,45.0,3,11.833333333333332,06:25,18:15,NuwaraEliya
2007,5,2007-01-29,2007-02-05,27.75,21.6,31.25,25.0375,9.3,9.3,14.4375,39.6,51,11.795833333333333,06:25,18:12,Polonnaruwa
2007,5,2007-01-29,2007-02-05,30.3,23.325,32.962500000000006,25.825,0.0,0.0,19.112500000000004,50.0,3,11.785416666666666,06:30,18:17,Puttalam
2007,5,2007-01-29,2007-02-05,29.83750000000001,20.5625,35.5125,23.775,4.2,4.2,8.625,34.2,51,11.839583333333334,06:26,18:17,Ratnapura
2007,5,2007-01-29,2007-02-05,27.125,24.4375,29.925,26.325,12.2,12.2,20.5625,39.2,51,11.7625,06:25,18:11,Trincomalee
2007,5,2007-01-29,2007-02-05,28.4,21.925,30.8125,24.8375,4.0,4.0,16.5125,42.8,51,11.758333333333333,06:28,18:13,Vavuniya
2007,6,2007-02-05,2007-02-12,27.862500000000004,21.775,31.8875,25.2625,10.3,10.3,15.025000000000002,36.4,51,11.856250000000005,06:21,18:12,Ampara
2007,6,2007-02-05,2007-02-12,29.9125,21.0375,32.8875,24.025,3.5,3.5,13.9125,36.7,51,11.81875,06:27,18:16,Anuradhapura
2007,6,2007-02-05,2007-02-12,25.2875,17.4875,28.9,19.025,1.9,1.9,9.9625,37.4,2,11.866666666666664,06:23,18:15,Badulla
2007,6,2007-02-05,2007-02-12,27.8875,22.525,32.1375,26.1,8.799999999999999,8.799999999999999,16.575000000000003,31.3,51,11.841666666666669,06:21,18:12,Batticaloa
2007,6,2007-02-05,2007-02-12,32.2375,22.9,36.3875,26.875,3.4,3.4,11.6125,37.8,51,11.870833333333334,06:27,18:20,Colombo
2007,6,2007-02-05,2007-02-12,31.175,23.450000000000003,36.2375,26.5875,1.4,1.4,13.4875,34.2,3,11.897916666666667,06:25,18:19,Galle
2007,6,2007-02-05,2007-02-12,32.875,22.4625,36.5375,26.2125,2.4,2.4,9.500000000000002,35.3,51,11.8625,06:27,18:19,Gampaha
2007,6,2007-02-05,2007-02-12,29.925,23.2375,33.4875,26.125,0.0,0.0,17.6125,39.6,1,11.9,06:22,18:16,Hambantota
2007,6,2007-02-05,2007-02-12,27.4125,24.125,30.662499999999994,25.862500000000004,4.9,4.9,21.0,36.7,51,11.766666666666666,06:30,18:16,Jaffna
2007,6,2007-02-05,2007-02-12,29.9625,23.225,35.525,27.4875,3.4,3.4,11.6125,37.8,51,11.88125,06:27,18:19,Kaluthara
2007,6,2007-02-05,2007-02-12,27.5,18.375,31.0125,20.2875,1.9,1.9,8.8375,34.9,2,11.852083333333336,06:25,18:16,Kandy
2007,6,2007-02-05,2007-02-12,31.175,20.4375,33.5375,22.9875,0.3,0.3,9.725,35.6,2,11.85625,06:26,18:18,Kegalle
2007,6,2007-02-05,2007-02-12,28.000000000000004,22.925,31.237500000000004,25.4,5.5,5.5,18.4625,38.2,51,11.78125,06:28,18:15,Kilinochchi
2007,6,2007-02-05,2007-02-12,31.55,21.4125,34.337500000000006,24.2875,0.0,0.0,12.25,41.0,1,11.84791666666667,06:26,18:17,Kurunegala
2007,6,2007-02-05,2007-02-12,29.2875,23.025,32.362500000000004,25.4625,2.6,2.6,19.225,34.2,1,11.797916666666666,06:29,18:17,Mannar
2007,6,2007-02-05,2007-02-12,27.9875,19.025,31.3625,21.4125,5.1,5.1,10.474999999999998,41.0,3,11.847916666666666,06:25,18:16,Matale
2007,6,2007-02-05,2007-02-12,30.75,23.5625,35.462500000000006,26.7125,1.4,1.4,13.4875,34.2,3,11.904166666666669,06:24,18:18,Matara
2007,6,2007-02-05,2007-02-12,28.325,19.575000000000003,32.025000000000006,22.0,6.800000000000001,6.800000000000001,12.5,33.8,51,11.872916666666663,06:22,18:14,Monaragala
2007,6,2007-02-05,2007-02-12,27.4125,23.65,31.0625,25.9875,6.7,6.7,16.6375,36.7,1,11.7875,06:26,18:14,Mullaitivu
2007,6,2007-02-05,2007-02-12,21.0625,12.7875,22.725,12.8625,5.4,5.4,7.075,35.6,3,11.866666666666664,06:24,18:16,NuwaraEliya
2007,6,2007-02-05,2007-02-12,28.6,20.3625,33.025000000000006,23.525,6.6,6.6,12.325,33.8,51,11.83125,06:24,18:14,Polonnaruwa
2007,6,2007-02-05,2007-02-12,31.2875,22.7875,34.45,25.750000000000004,0.0,0.0,15.4625,40.0,1,11.827083333333333,06:29,18:19,Puttalam
2007,6,2007-02-05,2007-02-12,29.8875,20.55,35.7,23.8375,3.3999999999999995,3.3999999999999995,9.25,30.6,51,11.877083333333331,06:26,18:18,Ratnapura
2007,6,2007-02-05,2007-02-12,27.225,23.925,31.1,26.612500000000004,8.399999999999999,8.399999999999999,17.15,35.3,51,11.810416666666663,06:24,18:13,Trincomalee
2007,6,2007-02-05,2007-02-12,29.1,20.9375,32.3,24.0375,6.2,6.2,13.75,38.5,51,11.802083333333332,06:27,18:15,Vavuniya
2007,7,2007-02-12,2007-02-19,29.0,23.475,34.2375,27.575,5.300000000000001,5.300000000000001,11.95,40.3,51,11.895833333333334,06:20,18:13,Ampara
2007,7,2007-02-12,2007-02-19,31.050000000000004,22.7125,35.2125,26.7875,3.5000000000000004,3.5000000000000004,11.3875,42.5,51,11.862499999999995,06:26,18:17,Anuradhapura
2007,7,2007-02-12,2007-02-19,26.375,18.8875,30.6,21.425,10.400000000000002,10.400000000000002,8.549999999999999,43.2,51,11.90625,06:22,18:16,Badulla
2007,7,2007-02-12,2007-02-19,29.225,23.887500000000003,34.325,27.9375,1.5,1.5,14.4,33.1,51,11.883333333333336,06:20,18:13,Batticaloa
2007,7,2007-02-12,2007-02-19,31.4125,24.1,36.25,28.7375,3.9,3.9,11.8375,31.3,51,11.908333333333337,06:26,18:21,Colombo
2007,7,2007-02-12,2007-02-19,31.1625,24.425,36.6,28.8875,2.7,2.7,12.825,41.8,51,11.933333333333335,06:24,18:20,Galle
2007,7,2007-02-12,2007-02-19,31.9375,23.937500000000004,36.4875,28.5875,3.2,3.2,10.325,31.3,51,11.904166666666669,06:26,18:20,Gampaha
2007,7,2007-02-12,2007-02-19,30.1625,24.012500000000003,35.287499999999994,28.45,3.6,3.6,14.624999999999998,45.0,1,11.929166666666667,06:21,18:17,Hambantota
2007,7,2007-02-12,2007-02-19,28.5125,24.925000000000004,33.275,28.15,7.200000000000001,7.200000000000001,19.1875,39.6,51,11.822916666666664,06:28,18:18,Jaffna
2007,7,2007-02-12,2007-02-19,29.925,24.0125,35.475,28.6625,3.9,3.9,11.8375,31.3,51,11.91875,06:25,18:21,Kaluthara
2007,7,2007-02-12,2007-02-19,28.65,20.5375,32.275,23.7125,3.0,3.0,8.575,38.9,1,11.89375,06:24,18:17,Kandy
2007,7,2007-02-12,2007-02-19,31.3,21.8125,34.349999999999994,25.425,1.2999999999999998,1.2999999999999998,9.4625,36.4,51,11.895833333333334,06:25,18:19,Kegalle
2007,7,2007-02-12,2007-02-19,29.65,23.8875,34.95,27.4375,9.8,9.8,15.5,40.3,51,11.83125,06:27,18:17,Kilinochchi
2007,7,2007-02-12,2007-02-19,32.3625,22.75,35.8125,26.75,1.7,1.7,10.7,44.6,1,11.8875,06:25,18:18,Kurunegala
2007,7,2007-02-12,2007-02-19,29.4375,24.537500000000005,33.6625,27.95,4.1,4.1,17.45,38.5,51,11.845833333333331,06:28,18:19,Mannar
2007,7,2007-02-12,2007-02-19,29.274999999999995,20.85,33.4625,24.15,9.1,9.1,7.7875,46.4,2,11.889583333333334,06:24,18:17,Matale
2007,7,2007-02-12,2007-02-19,30.7375,24.2625,35.74999999999999,28.625,2.7,2.7,12.825,41.8,51,11.935416666666669,06:23,18:19,Matara
2007,7,2007-02-12,2007-02-19,29.35,21.025,34.4375,24.55,7.299999999999999,7.299999999999999,8.8125,38.9,51,11.910416666666666,06:20,18:15,Monaragala
2007,7,2007-02-12,2007-02-19,29.05,24.3,34.737500000000004,27.8875,12.0,12.0,14.5125,39.2,51,11.835416666666667,06:25,18:15,Mullaitivu
