Year,Week,District,Avg Max Temp (°C),Avg Min Temp (°C),Avg Apparent Max Temp (°C),Avg Apparent Min Temp (°C),Total Precipitation (mm),Total Rain (mm),Avg Wind Speed (km/h),Max Wind Gusts (km/h),Weather Code,Avg Daylight Duration (hours),Avg Sunrise Time Minutes,Avg Sunset Time Minutes,Week Start Date,Week End Date,Number of Cases
2007,1,Polonnaruwa,27.1,21.1,29.625,24.081249999999997,34.4,34.4,13.08125,37.1,3,11.676041666666666,379.5,1080.0,2006-12-30,2007-01-05,4
2007,1,Puttalam,28.718749999999996,22.7625,30.993750000000002,24.918750000000003,7.4,7.4,17.418750000000003,45.7,2,11.66875,384.0,1084.5,2006-12-30,2007-01-05,13
2007,1,Ratnapura,28.1625,20.48125,33.324999999999996,23.512500000000003,59.300000000000004,59.300000000000004,6.887499999999999,27.4,3,11.745833333333334,380.0,1085.0,2006-12-30,2007-01-05,5
2007,1,Trincomalee,26.7125,24.14375,28.35,25.481250000000003,54.2,54.2,20.88125,45.0,3,11.638541666666669,380.0,1078.5,2006-12-30,2007-01-05,2
2007,1,Vavuniya,27.28125,21.375,29.0875,23.7625,27.3,27.3,16.331249999999997,41.4,3,11.628124999999999,382.5,1080.5,2006-12-30,2007-01-05,3
2007,2,Ampara,26.35,23.325000000000003,30.2625,26.7,86.1,86.1,17.025,43.6,53,11.733333333333333,378.0,1082.0,2007-01-06,2007-01-12,0
2007,2,Anuradhapura,27.525,22.8625,30.0875,26.0125,20.800000000000004,20.800000000000004,17.9,42.1,51,11.677083333333334,385.0,1086.0,2007-01-06,2007-01-12,0
2007,2,Badulla,23.3,19.45,26.0,21.75,27.2,27.2,13.4,42.5,51,11.74375,380.0,1085.0,2007-01-06,2007-01-12,2
2007,2,Batticaloa,26.7375,23.6875,30.4875,26.6,103.2,103.2,20.512500000000003,36.0,53,11.708333333333334,379.0,1082.0,2007-01-06,2007-01-12,0
2007,2,Colombo,29.85,23.8375,34.6375,27.024999999999995,36.400000000000006,36.400000000000006,12.0875,28.1,55,11.747916666666669,385.0,1090.0,2007-01-06,2007-01-12,43
2007,2,Galle,29.4375,24.1125,34.3125,28.425,14.0,14.0,14.975,46.1,51,11.797916666666666,382.0,1090.0,2007-01-06,2007-01-12,4
2007,2,Gampaha,29.8375,23.8125,33.3875,26.525,13.0,13.0,15.9625,38.5,3,11.745833333333334,385.0,1089.0,2007-01-06,2007-01-12,13
2007,2,Hambantota,27.9125,23.9375,31.15,27.0125,10.0,10.0,21.775,46.8,2,11.789583333333333,379.0,1086.0,,,
2007,2,Jaffna,27.1125,24.8625,28.0625,25.5,2.7,2.7,28.7375,45.7,51,11.602083333333333,389.0,1085.0,2007-01-06,2007-01-12,0
2007,2,Kaluthara,28.6125,23.65,33.8375,27.125000000000004,36.400000000000006,36.400000000000006,12.0875,28.1,55,11.772916666666667,384.0,1090.0,,,
2007,2,Kandy,24.8625,20.7125,27.825,23.5375,17.099999999999998,17.099999999999998,12.3875,40.7,3,11.733333333333334,382.0,1086.0,2007-01-06,2007-01-12,28
2007,2,Kegalle,27.6625,22.125,30.025,24.512500000000003,3.8,3.8,15.425,42.1,51,11.73125,384.0,1088.0,2007-01-06,2007-01-12,16
2007,2,Kilinochchi,27.1625,24.1,28.75,25.6125,15.4,15.4,25.450000000000003,46.1,51,11.61875,387.0,1084.0,2007-01-06,2007-01-12,0
2007,2,Kurunegala,28.075,23.0625,30.6,25.912500000000005,2.6,2.6,18.6375,47.9,3,11.722916666666666,384.0,1087.0,2007-01-06,2007-01-12,17
2007,2,Mannar,27.962499999999995,24.2375,29.5125,25.9,3.2,3.2,25.475,42.5,3,11.6375,388.0,1086.0,2007-01-06,2007-01-12,0
2007,2,Matale,25.4875,21.4,28.637500000000003,24.6625,79.50000000000001,79.50000000000001,11.4375,43.9,51,11.71875,383.0,1086.0,2007-01-06,2007-01-12,7
2007,2,Matara,28.7125,23.8625,33.237500000000004,27.8375,14.0,14.0,14.975,46.1,51,11.802083333333332,381.0,1089.0,2007-01-06,2007-01-12,8
2007,2,Monaragala,26.45,21.85,30.0625,24.9125,68.89999999999999,68.89999999999999,14.4,40.0,61,11.75625,379.0,1084.0,2007-01-06,2007-01-12,1
2007,2,Mullaitivu,26.8875,24.475,29.35,26.475,33.1,33.1,23.075,46.1,51,11.627083333333337,385.0,1083.0,2007-01-06,2007-01-12,0
2007,2,NuwaraEliya,19.325000000000003,14.7125,20.262500000000003,15.2375,50.20000000000001,50.20000000000001,10.275,45.0,61,11.752083333333331,381.0,1087.0,2007-01-06,2007-01-12,2
2007,2,Polonnaruwa,26.8,22.5375,30.3375,26.2125,45.49999999999999,45.49999999999999,15.462500000000002,37.4,53,11.69375,382.0,1084.0,2007-01-06,2007-01-12,0
2007,2,Puttalam,28.85,24.075000000000003,31.35,26.7125,4.6000000000000005,4.6000000000000005,21.0625,49.0,53,11.689583333333337,387.0,1088.0,2007-01-06,2007-01-12,9
2007,2,Ratnapura,28.35,22.1875,34.537499999999994,26.275,50.39999999999999,50.39999999999999,4.725,29.2,63,11.764583333333333,383.0,1089.0,2007-01-06,2007-01-12,3
2007,2,Trincomalee,26.65,24.35,29.275,26.5375,63.2,63.2,23.6125,41.8,51,11.660416666666668,382.0,1082.0,2007-01-06,2007-01-12,1
2007,2,Vavuniya,27.437500000000004,22.7875,29.875,25.8375,15.3,15.3,18.525,45.4,51,11.652083333333334,385.0,1084.0,2007-01-06,2007-01-12,0
2007,3,Ampara,27.2125,23.1625,29.575000000000003,25.962499999999995,3.1,3.1,20.1875,48.2,51,11.754166666666666,380.0,1085.0,2007-01-13,2007-01-19,0
2007,3,Anuradhapura,28.6375,21.2375,30.5125,24.1,0.5,0.5,16.8875,40.7,3,11.702083333333334,387.0,1089.0,2007-01-13,2007-01-19,0
2007,3,Badulla,24.4625,18.0125,27.125,19.5125,1.0,1.0,12.275,39.6,2,11.76875,382.0,1088.0,2007-01-13,2007-01-19,2
2007,3,Batticaloa,27.35,23.6,29.6,26.05,4.8,4.8,21.75,41.8,3,11.733333333333333,381.0,1085.0,2007-01-13,2007-01-19,0
2007,3,Colombo,31.3625,22.85,35.037499999999994,25.3625,0.3,0.3,12.1,35.3,2,11.772916666666664,387.0,1093.0,2007-01-13,2007-01-19,38
2007,3,Galle,30.312500000000004,23.775,36.2375,27.9375,4.7,4.7,10.475,31.3,1,11.814583333333331,384.0,1093.0,2007-01-13,2007-01-19,4
2007,3,Gampaha,31.4375,22.6625,33.787499999999994,24.875000000000004,0.0,0.0,15.9125,45.0,2,11.7625,387.0,1092.0,2007-01-13,2007-01-19,16
2007,3,Hambantota,29.5375,23.475,32.487500000000004,26.1375,0.0,0.0,20.3375,42.8,2,11.812499999999998,381.0,1089.0,,,
2007,3,Jaffna,27.1625,24.3375,28.65,25.125,0.0,0.0,25.225,39.2,2,11.635416666666668,390.0,1088.0,2007-01-13,2007-01-19,0
2007,3,Kaluthara,29.7875,23.1125,34.525000000000006,26.2125,0.3,0.3,12.1,35.3,2,11.789583333333333,386.0,1093.0,,,
2007,3,Kandy,25.625,18.5875,27.9375,20.4,0.0,0.0,13.1875,40.7,2,11.754166666666666,384.0,1089.0,2007-01-13,2007-01-19,14
2007,3,Kegalle,29.1125,20.6375,30.625000000000004,22.4,0.0,0.0,15.5,42.5,2,11.758333333333333,385.0,1091.0,2007-01-13,2007-01-19,7
2007,3,Kilinochchi,27.575,23.55,29.55,25.0125,0.2,0.2,22.0625,41.0,3,11.652083333333334,388.0,1087.0,2007-01-13,2007-01-19,0
2007,3,Kurunegala,29.275,21.65,31.0375,23.7875,0.1,0.1,18.1,47.2,3,11.74375,386.0,1090.0,2007-01-13,2007-01-19,10
2007,3,Mannar,28.8625,23.500000000000004,30.3375,25.08750000000001,0.0,0.0,23.1,40.0,3,11.670833333333334,389.0,1090.0,2007-01-13,2007-01-19,2
2007,3,Matale,26.3375,19.675,28.725,22.225,11.499999999999998,11.499999999999998,12.9375,39.2,3,11.74375,385.0,1089.0,2007-01-13,2007-01-19,7
2007,3,Matara,29.7875,23.35,35.1,27.35,4.7,4.7,10.475,31.3,1,11.822916666666666,383.0,1092.0,2007-01-13,2007-01-19,4
2007,3,Monaragala,27.475,20.6,30.0125,22.4875,1.8,1.8,17.224999999999998,43.6,51,11.775,381.0,1087.0,2007-01-13,2007-01-19,1
2007,3,Mullaitivu,27.0125,24.1,29.6,25.575,1.9,1.9,19.9125,43.2,3,11.658333333333331,387.0,1086.0,2007-01-13,2007-01-19,0
2007,3,NuwaraEliya,20.425,13.3625,21.250000000000004,13.275,0.9,0.9,9.7875,41.0,3,11.775,383.0,1090.0,2007-01-13,2007-01-19,2
2007,3,Polonnaruwa,27.85,21.3,30.425,24.637500000000003,2.0,2.0,14.9125,38.9,3,11.722916666666666,384.0,1087.0,2007-01-13,2007-01-19,2
2007,3,Puttalam,30.149999999999995,22.8875,31.7,25.1125,0.1,0.1,19.875000000000004,48.6,3,11.714583333333334,389.0,1091.0,2007-01-13,2007-01-19,11
2007,3,Ratnapura,29.4875,20.7125,35.050000000000004,23.8875,2.2,2.2,7.262499999999999,21.6,51,11.785416666666666,385.0,1092.0,2007-01-13,2007-01-19,2
2007,3,Trincomalee,26.925,24.3125,29.075,25.95,2.6,2.6,21.0375,42.1,3,11.687500000000002,384.0,1085.0,2007-01-13,2007-01-19,2
2007,3,Vavuniya,28.475,21.5625,30.475,24.275,0.3,0.3,17.1125,41.8,3,11.679166666666667,387.0,1088.0,2007-01-13,2007-01-19,0
2007,4,Ampara,26.725,23.0375,29.950000000000003,26.1125,53.6,53.6,17.2,42.5,61,11.783333333333331,381.0,1088.0,2007-01-20,2007-01-26,0
2007,4,Anuradhapura,28.2375,21.725,30.349999999999994,24.512500000000003,26.5,26.5,17.95,43.9,51,11.735416666666666,388.0,1092.0,2007-01-20,2007-01-26,2
2007,4,Badulla,23.7625,18.4875,26.450000000000003,20.062500000000004,31.4,31.4,12.3,43.6,1,11.795833333333333,383.0,1091.0,2007-01-20,2007-01-26,1
2007,4,Batticaloa,26.95,23.200000000000003,30.0,25.862500000000004,78.8,78.8,20.3125,38.5,3,11.76875,382.0,1088.0,2007-01-20,2007-01-26,0
2007,4,Colombo,31.1375,22.9125,35.550000000000004,25.675000000000004,25.6,25.6,10.1625,30.6,1,11.802083333333332,388.0,1096.0,2007-01-20,2007-01-26,52
2007,4,Galle,30.1375,23.45,34.825,27.0875,15.4,15.4,15.3125,54.4,1,11.839583333333332,385.0,1096.0,2007-01-20,2007-01-26,3
2007,4,Gampaha,31.262500000000003,22.725,34.6875,25.2375,28.0,28.0,12.3375,39.2,1,11.795833333333333,388.0,1095.0,2007-01-20,2007-01-26,12
2007,4,Hambantota,28.4625,23.175,31.475,25.9875,19.8,19.8,20.4,50.8,1,11.8375,382.0,1092.0,,,
2007,4,Jaffna,27.137500000000003,24.4375,28.5875,25.450000000000003,28.5,28.5,27.6625,43.2,2,11.679166666666667,391.0,1091.0,2007-01-20,2007-01-26,0
2007,4,Kaluthara,29.35,23.075,34.7625,26.35,25.6,25.6,10.1625,30.6,1,11.818749999999998,387.0,1096.0,,,
2007,4,Kandy,25.35,18.525,27.975,20.3,24.8,24.8,12.2,43.2,1,11.78125,385.0,1092.0,2007-01-20,2007-01-26,17
2007,4,Kegalle,28.825,20.65,30.8625,22.65,19.3,19.3,13.975,38.2,1,11.783333333333331,387.0,1094.0,2007-01-20,2007-01-26,5
2007,4,Kilinochchi,27.475,23.8125,29.3875,25.3,36.1,36.1,24.025,45.4,2,11.681250000000002,389.0,1090.0,2007-01-20,2007-01-26,0
2007,4,Kurunegala,28.925,21.7375,30.975,24.0375,16.1,16.1,18.3625,50.0,1,11.775,387.0,1093.0,2007-01-20,2007-01-26,6
2007,4,Mannar,28.762500000000003,23.75,30.575000000000003,25.512500000000003,20.7,20.7,23.2,37.4,1,11.702083333333334,390.0,1093.0,2007-01-20,2007-01-26,0
2007,4,Matale,25.9875,19.5,28.625,21.8875,38.8,38.8,13.3125,49.7,51,11.775,386.0,1092.0,2007-01-20,2007-01-26,4
2007,4,Matara,29.35,23.287500000000005,33.5125,26.8,15.4,15.4,15.3125,54.4,1,11.845833333333331,384.0,1094.0,2007-01-20,2007-01-26,4
2007,4,Monaragala,26.750000000000004,20.450000000000003,30.3125,22.6125,57.3,57.3,13.925,39.6,2,11.808333333333332,382.0,1090.0,2007-01-20,2007-01-26,3
2007,4,Mullaitivu,27.025,24.1875,29.700000000000003,25.825000000000003,45.6,45.6,21.825,44.3,2,11.689583333333337,388.0,1089.0,2007-01-20,2007-01-26,0
2007,4,NuwaraEliya,19.85,13.3625,20.7875,13.1,40.1,40.1,10.1875,45.0,1,11.8,384.0,1092.0,2007-01-20,2007-01-26,3
2007,4,Polonnaruwa,27.1375,21.4125,30.25,24.675,52.5,52.5,14.775,39.6,3,11.75625,385.0,1090.0,2007-01-20,2007-01-26,2
2007,4,Puttalam,29.975,23.2625,31.9,25.775,36.7,36.7,20.525,50.0,1,11.745833333333334,390.0,1094.0,2007-01-20,2007-01-26,8
2007,4,Ratnapura,29.3125,20.6,34.875,23.8625,19.5,19.5,8.0625,36.4,2,11.814583333333331,386.0,1094.0,2007-01-20,2007-01-26,2
2007,4,Trincomalee,26.7375,24.250000000000004,29.1,26.0,66.39999999999999,66.39999999999999,22.0,38.9,2,11.722916666666666,385.0,1088.0,2007-01-20,2007-01-26,2
2007,4,Vavuniya,28.0375,22.0,30.2875,24.75,29.9,29.9,17.537499999999998,42.8,2,11.71875,388.0,1091.0,2007-01-20,2007-01-26,2
2007,5,Ampara,27.3625,22.9625,30.75,26.125,8.200000000000001,8.200000000000001,17.262500000000003,40.0,51,11.812499999999998,382.0,1090.0,2007-01-27,2007-02-02,0
2007,5,Anuradhapura,28.875,22.0125,31.425,24.937500000000004,4.0,4.0,16.625,43.9,3,11.775,388.0,1094.0,2007-01-27,2007-02-02,2
2007,5,Badulla,24.425,18.0875,27.6375,19.7,6.2,6.2,11.9625,43.6,2,11.829166666666666,384.0,1093.0,2007-01-27,2007-02-02,1
2007,5,Batticaloa,27.475,23.3,30.7875,25.975,15.2,15.2,19.5625,36.4,51,11.80625,382.0,1090.0,2007-01-27,2007-02-02,1
2007,5,Colombo,31.675000000000004,23.0125,36.3625,26.375,4.4,4.4,10.625,30.2,2,11.839583333333332,388.0,1098.0,2007-01-27,2007-02-02,69
2007,5,Galle,31.05,23.6625,35.775,26.8125,1.0,1.0,16.6625,54.4,51,11.866666666666664,386.0,1098.0,2007-01-27,2007-02-02,4
2007,5,Gampaha,32.112500000000004,23.000000000000004,35.925,25.775,2.0,2.0,13.1875,40.7,1,11.833333333333332,388.0,1098.0,2007-01-27,2007-02-02,12
2007,5,Hambantota,29.062500000000004,23.7,32.2,26.275,0.2,0.2,21.1625,50.8,1,11.860416666666666,382.0,1094.0,,,
2007,5,Jaffna,27.325,24.475,29.4625,25.7625,0.7,0.7,23.812500000000004,40.3,2,11.725,391.0,1094.0,2007-01-27,2007-02-02,0
2007,5,Kaluthara,29.6875,23.15,35.575,27.125000000000004,4.4,4.4,10.625,30.2,2,11.852083333333336,387.0,1098.0,,,
2007,5,Kandy,26.375,19.025,29.7,20.8125,0.2,0.2,12.2375,43.2,2,11.816666666666665,386.0,1095.0,2007-01-27,2007-02-02,16
2007,5,Kegalle,29.975,21.0875,32.5125,23.025,0.0,0.0,14.150000000000002,41.4,2,11.820833333333333,387.0,1096.0,2007-01-27,2007-02-02,2
2007,5,Kilinochchi,27.7875,23.6125,30.2375,25.6125,3.6000000000000005,3.6000000000000005,21.475,41.0,51,11.73125,389.0,1093.0,2007-01-27,2007-02-02,0
2007,5,Kurunegala,30.0375,22.2375,32.800000000000004,24.5,0.0,0.0,17.5,50.0,2,11.814583333333331,387.0,1095.0,2007-01-27,2007-02-02,6
2007,5,Mannar,29.1125,23.6625,31.1375,25.775,0.3,0.3,21.1125,37.4,1,11.74375,390.0,1095.0,2007-01-27,2007-02-02,0
2007,5,Matale,26.8375,20.1375,30.2125,22.7125,10.4,10.4,12.612500000000002,49.7,51,11.814583333333331,386.0,1094.0,2007-01-27,2007-02-02,4
2007,5,Matara,30.1375,23.575,34.275000000000006,26.6125,1.0,1.0,16.6625,54.4,51,11.866666666666664,385.0,1097.0,2007-01-27,2007-02-02,6
2007,5,Monaragala,27.4625,20.775,30.9625,23.3125,10.2,10.2,14.7,37.8,51,11.8375,382.0,1092.0,2007-01-27,2007-02-02,0
2007,5,Mullaitivu,27.4,24.225,30.25,26.1875,6.1000000000000005,6.1000000000000005,19.5875,39.6,51,11.733333333333333,387.0,1091.0,2007-01-27,2007-02-02,0
2007,5,NuwaraEliya,20.7125,13.1,22.1625,13.124999999999998,2.3,2.3,9.2375,45.0,3,11.833333333333332,385.0,1095.0,2007-01-27,2007-02-02,1
2007,5,Polonnaruwa,27.75,21.6,31.25,25.0375,9.3,9.3,14.4375,39.6,51,11.795833333333333,385.0,1092.0,2007-01-27,2007-02-02,1
2007,5,Puttalam,30.3,23.325,32.962500000000006,25.825,0.0,0.0,19.112500000000004,50.0,3,11.785416666666666,390.0,1097.0,2007-01-27,2007-02-02,2
2007,5,Ratnapura,29.83750000000001,20.5625,35.5125,23.775,4.2,4.2,8.625,34.2,51,11.839583333333334,386.0,1097.0,2007-01-27,2007-02-02,3
2007,5,Trincomalee,27.125,24.4375,29.925,26.325,12.2,12.2,20.5625,39.2,51,11.7625,385.0,1091.0,2007-01-27,2007-02-02,1
2007,5,Vavuniya,28.4,21.925,30.8125,24.8375,4.0,4.0,16.5125,42.8,51,11.758333333333333,388.0,1093.0,2007-01-27,2007-02-02,0
2007,6,Ampara,27.862500000000004,21.775,31.8875,25.2625,10.3,10.3,15.025000000000002,36.4,51,11.856250000000005,381.0,1092.0,2007-02-03,2007-02-09,0
2007,6,Anuradhapura,29.9125,21.0375,32.8875,24.025,3.5,3.5,13.9125,36.7,51,11.81875,387.0,1096.0,2007-02-03,2007-02-09,1
2007,6,Badulla,25.2875,17.4875,28.9,19.025,1.9,1.9,9.9625,37.4,2,11.866666666666664,383.0,1095.0,2007-02-03,2007-02-09,1
2007,6,Batticaloa,27.8875,22.525,32.1375,26.1,8.799999999999999,8.799999999999999,16.575000000000003,31.3,51,11.841666666666669,381.0,1092.0,2007-02-03,2007-02-09,0
2007,6,Colombo,32.2375,22.9,36.3875,26.875,3.4,3.4,11.6125,37.8,51,11.870833333333334,387.0,1100.0,2007-02-03,2007-02-09,36
2007,6,Galle,31.175,23.450000000000003,36.2375,26.5875,1.4,1.4,13.4875,34.2,3,11.897916666666667,385.0,1099.0,2007-02-03,2007-02-09,4
2007,6,Gampaha,32.875,22.4625,36.5375,26.2125,2.4,2.4,9.500000000000002,35.3,51,11.8625,387.0,1099.0,2007-02-03,2007-02-09,19
2007,6,Hambantota,29.925,23.2375,33.4875,26.125,0.0,0.0,17.6125,39.6,1,11.9,382.0,1096.0,,,
2007,6,Jaffna,27.4125,24.125,30.662499999999994,25.862500000000004,4.9,4.9,21.0,36.7,51,11.766666666666666,390.0,1096.0,2007-02-03,2007-02-09,0
2007,6,Kaluthara,29.9625,23.225,35.525,27.4875,3.4,3.4,11.6125,37.8,51,11.88125,387.0,1099.0,,,
2007,6,Kandy,27.5,18.375,31.0125,20.2875,1.9,1.9,8.8375,34.9,2,11.852083333333336,385.0,1096.0,2007-02-03,2007-02-09,10
2007,6,Kegalle,31.175,20.4375,33.5375,22.9875,0.3,0.3,9.725,35.6,2,11.85625,386.0,1098.0,2007-02-03,2007-02-09,3
2007,6,Kilinochchi,28.000000000000004,22.925,31.237500000000004,25.4,5.5,5.5,18.4625,38.2,51,11.78125,388.0,1095.0,2007-02-03,2007-02-09,0
2007,6,Kurunegala,31.55,21.4125,34.337500000000006,24.2875,0.0,0.0,12.25,41.0,1,11.84791666666667,386.0,1097.0,2007-02-03,2007-02-09,8
2007,6,Mannar,29.2875,23.025,32.362500000000004,25.4625,2.6,2.6,19.225,34.2,1,11.797916666666666,389.0,1097.0,2007-02-03,2007-02-09,1
2007,6,Matale,27.9875,19.025,31.3625,21.4125,5.1,5.1,10.474999999999998,41.0,3,11.847916666666666,385.0,1096.0,2007-02-03,2007-02-09,2
2007,6,Matara,30.75,23.5625,35.462500000000006,26.7125,1.4,1.4,13.4875,34.2,3,11.904166666666669,384.0,1098.0,2007-02-03,2007-02-09,2
2007,6,Monaragala,28.325,19.575000000000003,32.025000000000006,22.0,6.800000000000001,6.800000000000001,12.5,33.8,51,11.872916666666663,382.0,1094.0,2007-02-03,2007-02-09,0
2007,6,Mullaitivu,27.4125,23.65,31.0625,25.9875,6.7,6.7,16.6375,36.7,1,11.7875,386.0,1094.0,2007-02-03,2007-02-09,0
2007,6,NuwaraEliya,21.0625,12.7875,22.725,12.8625,5.4,5.4,7.075,35.6,3,11.866666666666664,384.0,1096.0,2007-02-03,2007-02-09,0
2007,6,Polonnaruwa,28.6,20.3625,33.025000000000006,23.525,6.6,6.6,12.325,33.8,51,11.83125,384.0,1094.0,2007-02-03,2007-02-09,0
2007,6,Puttalam,31.2875,22.7875,34.45,25.750000000000004,0.0,0.0,15.4625,40.0,1,11.827083333333333,389.0,1099.0,2007-02-03,2007-02-09,4
2007,6,Ratnapura,29.8875,20.55,35.7,23.8375,3.3999999999999995,3.3999999999999995,9.25,30.6,51,11.877083333333331,386.0,1098.0,2007-02-03,2007-02-09,4
2007,6,Trincomalee,27.225,23.925,31.1,26.612500000000004,8.399999999999999,8.399999999999999,17.15,35.3,51,11.810416666666663,384.0,1093.0,2007-02-03,2007-02-09,1
2007,6,Vavuniya,29.1,20.9375,32.3,24.0375,6.2,6.2,13.75,38.5,51,11.802083333333332,387.0,1095.0,2007-02-03,2007-02-09,2
2007,7,Ampara,29.0,23.475,34.2375,27.575,5.300000000000001,5.300000000000001,11.95,40.3,51,11.895833333333334,380.0,1093.0,2007-02-10,2007-02-16,0
2007,7,Anuradhapura,31.050000000000004,22.7125,35.2125,26.7875,3.5000000000000004,3.5000000000000004,11.3875,42.5,51,11.862499999999995,386.0,1097.0,2007-02-10,2007-02-16,1
2007,7,Badulla,26.375,18.8875,30.6,21.425,10.400000000000002,10.400000000000002,8.549999999999999,43.2,51,11.90625,382.0,1096.0,2007-02-10,2007-02-16,1
2007,7,Batticaloa,29.225,23.887500000000003,34.325,27.9375,1.5,1.5,14.4,33.1,51,11.883333333333336,380.0,1093.0,2007-02-10,2007-02-16,0
2007,7,Colombo,31.4125,24.1,36.25,28.7375,3.9,3.9,11.8375,31.3,51,11.908333333333337,386.0,1101.0,2007-02-10,2007-02-16,42
2007,7,Galle,31.1625,24.425,36.6,28.8875,2.7,2.7,12.825,41.8,51,11.933333333333335,384.0,1100.0,2007-02-10,2007-02-16,0
2007,7,Gampaha,31.9375,23.937500000000004,36.4875,28.5875,3.2,3.2,10.325,31.3,51,11.904166666666669,386.0,1100.0,2007-02-10,2007-02-16,5
2007,7,Hambantota,30.1625,24.012500000000003,35.287499999999994,28.45,3.6,3.6,14.624999999999998,45.0,1,11.929166666666667,381.0,1097.0,,,
2007,7,Jaffna,28.5125,24.925000000000004,33.275,28.15,7.200000000000001,7.200000000000001,19.1875,39.6,51,11.822916666666664,388.0,1098.0,2007-02-10,2007-02-16,0
2007,7,Kaluthara,29.925,24.0125,35.475,28.6625,3.9,3.9,11.8375,31.3,51,11.91875,385.0,1101.0,,,
2007,7,Kandy,28.65,20.5375,32.275,23.7125,3.0,3.0,8.575,38.9,1,11.89375,384.0,1097.0,2007-02-10,2007-02-16,5
2007,7,Kegalle,31.3,21.8125,34.349999999999994,25.425,1.2999999999999998,1.2999999999999998,9.4625,36.4,51,11.895833333333334,385.0,1099.0,2007-02-10,2007-02-16,2
2007,7,Kilinochchi,29.65,23.8875,34.95,27.4375,9.8,9.8,15.5,40.3,51,11.83125,387.0,1097.0,2007-02-10,2007-02-16,0
